neighbourhood,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities,square_feet,price,cleaning_fee,review_scores_rating
Chinatown,37.791045103974206,-122.40634710501914,Condominium,Entire home/apt,2,1.0,1.0,1.0,{},,$245.00,$75.00,70.0
,37.79078126274599,-122.40655461397155,Condominium,Entire home/apt,4,2.0,1.0,2.0,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Gym,""Elevator in building"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance""}",,$250.00,$120.00,100.0
Chinatown,37.79137041327376,-122.40605692588184,Apartment,Entire home/apt,2,1.0,0.0,1.0,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Doorman,Gym,""Elevator in building"",""Indoor fireplace"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",,$80.00,$75.00,85.0
Chinatown,37.791751983275205,-122.40628520722936,Other,Entire home/apt,2,1.0,0.0,1.0,"{TV,""Cable TV"",""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Gym,""Elevator in building"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""Safety card"",Essentials,""Lock on bedroom door"",""24-hour check-in"",""Hair dryer"",Iron}",,$165.00,$50.00,93.0
Chinatown,37.79148414615332,-122.40679215079551,Other,Entire home/apt,2,1.0,0.0,1.0,"{TV,""Cable TV"",""Wireless Internet"",""Air conditioning"",Pool,""Elevator in building"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",,$275.00,,
,37.791415278702715,-122.4068400346414,Apartment,Entire home/apt,5,1.0,1.0,2.0,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Gym,""Elevator in building"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",,$250.00,$100.00,
Chinatown,37.790976946089884,-122.40637992408999,Condominium,Entire home/apt,4,1.0,1.0,2.0,"{TV,""Wireless Internet"",""Air conditioning"",Gym,""Elevator in building"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",,$500.00,,
Financial District,37.79798834741728,-122.40546985325348,Other,Shared room,1,1.0,1.0,1.0,"{""Wireless Internet"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,$55.00,,
Chinatown,37.79149138415207,-122.40616715034142,Condominium,Entire home/apt,4,1.0,1.0,2.0,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Kitchen,Gym,""Elevator in building"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",,$179.00,,90.0
Chinatown,37.791156613173975,-122.40609724883105,Timeshare,Entire home/apt,2,1.0,0.0,1.0,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Gym,""Elevator in building"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",,$122.00,$19.00,100.0
Chinatown,37.79641191080994,-122.40978105797303,Apartment,Entire home/apt,4,1.0,1.0,2.0,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Smartlock}",,$149.00,$50.00,83.0
Chinatown,37.7913641685645,-122.40623610748982,Other,Private room,2,1.0,1.0,1.0,"{TV,""Air conditioning"",Kitchen,Gym,""Elevator in building"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_50""}",,$99.00,,
Chinatown,37.79359558907492,-122.40576397570891,House,Shared room,1,,1.0,,"{Internet,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""24-hour check-in"",Hangers,Iron,""Laptop friendly workspace""}",,$29.00,,97.0
Chinatown,37.79202417135579,-122.40585100715178,Apartment,Entire home/apt,3,1.0,2.0,2.0,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Self Check-In"",Smartlock}",,$138.00,$150.00,93.0
Nob Hill,37.79115456705948,-122.40748285866992,Apartment,Entire home/apt,2,1.0,0.0,1.0,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Elevator in building"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo}",,$200.00,,
Chinatown,37.7914046831001,-122.40641589019363,Apartment,Entire home/apt,4,2.0,1.0,2.0,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Gym,""Elevator in building"",Heating,Washer,Dryer,Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron}",,$500.00,,
Chinatown,37.79093385496965,-122.4063978859413,Apartment,Entire home/apt,4,1.0,1.0,2.0,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,Gym,""Elevator in building"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,Iron,""Laptop friendly workspace""}",,$250.00,$75.00,
Chinatown,37.79114599573247,-122.40666755107323,Other,Entire home/apt,2,1.0,0.0,1.0,"{TV,""Wireless Internet"",""Air conditioning"",Gym,""Elevator in building"",""Suitable for events"",Washer,Dryer,Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron}",,$138.00,$64.00,100.0
Chinatown,37.79107976875133,-122.40637265034843,Condominium,Entire home/apt,4,1.0,1.0,2.0,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Gym,""Elevator in building"",Heating,""Family/kid friendly"",Washer,Dryer,Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",,$179.00,,96.0
Chinatown,37.791119599398286,-122.40608086557657,Condominium,Entire home/apt,4,1.0,1.0,2.0,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Gym,""Elevator in building"",Heating,""Family/kid friendly"",Washer,Dryer,Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",,$179.00,,100.0
Chinatown,37.791255998273506,-122.40673382317884,Condominium,Entire home/apt,4,2.0,1.0,2.0,"{TV,""Air conditioning"",Kitchen,""Free parking on premises"",Gym,""Elevator in building"",""Indoor fireplace"",Heating,""Family/kid friendly"",""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",,$185.00,$99.00,
Chinatown,37.791189500722204,-122.40653397095384,Timeshare,Private room,4,1.0,1.0,2.0,"{TV,""Wireless Internet"",Breakfast,""Elevator in building"",Heating,""Family/kid friendly"",""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace""}",,$225.00,,
Chinatown,37.79121955018781,-122.40610447215404,Apartment,Entire home/apt,4,2.0,1.0,2.0,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Doorman,Gym,""Elevator in building"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Private entrance""}",,$200.00,$100.00,90.0
,37.79721117653647,-122.407981362806,Apartment,Shared room,1,0.0,1.0,1.0,"{""Wireless Internet"",Essentials,Shampoo,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,$88.00,,100.0
Chinatown,37.79088530243123,-122.40654760890335,Condominium,Entire home/apt,2,1.0,1.0,1.0,"{TV,""Cable TV"",""Air conditioning"",""Wheelchair accessible"",Kitchen,Gym,""Elevator in building"",Heating,Washer,""Fire extinguisher""}",,$300.00,,
Chinatown,37.79157299039028,-122.4064720717556,Condominium,Entire home/apt,2,1.0,0.0,1.0,"{TV,""Cable TV"",""Wireless Internet"",""Air conditioning"",Gym,""Elevator in building"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance""}",,$250.00,$45.00,80.0
Chinatown,37.791518687480384,-122.40674132973518,Condominium,Entire home/apt,2,1.0,1.0,1.0,"{TV,""Cable TV"",""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Gym,""Elevator in building"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",,$300.00,,100.0
Chinatown,37.79161923508466,-122.40588772007813,Condominium,Private room,2,1.0,1.0,1.0,"{""Cable TV"",""Wireless Internet"",""Air conditioning"",Gym,""Elevator in building"",Heating,""Family/kid friendly"",Washer,Dryer,""24-hour check-in"",Iron}",,$165.00,,
Chinatown,37.79576339278111,-122.40737678778746,Condominium,Entire home/apt,4,1.5,2.0,2.0,"{TV,""Wireless Internet"",Kitchen,Doorman,""Elevator in building"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self Check-In"",Smartlock}",,$349.00,$75.00,95.0
Chinatown,37.79101714291472,-122.40594516962358,Villa,Entire home/apt,2,1.0,0.0,1.0,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",""Elevator in building"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",,$129.00,,
Nob Hill,37.79079814794715,-122.40848920590429,Timeshare,Entire home/apt,2,1.0,0.0,1.0,"{""Cable TV"",""Wireless Internet"",Kitchen,Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace""}",,$259.00,,97.0
,37.79138102869026,-122.40844144047706,Apartment,Entire home/apt,4,1.0,2.0,3.0,"{TV,Internet,""Wireless Internet"",""Wheelchair accessible"",Kitchen,""Elevator in building"",Heating,""Family/kid friendly"",Washer,Dryer,""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}",,$220.00,,93.0
Chinatown,37.79170545419199,-122.40615884601256,Condominium,Entire home/apt,2,1.0,1.0,1.0,"{TV,""Cable TV"",""Wireless Internet"",""Air conditioning"",Heating,Washer,Dryer,Essentials}",,$265.00,$75.00,90.0
Nob Hill,37.792206520160754,-122.40782261142736,Condominium,Entire home/apt,4,1.0,1.0,2.0,"{""Cable TV"",""Wireless Internet"",Kitchen,Doorman,""Elevator in building"",Heating,""Smoke detector"",""Fire extinguisher"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",,$650.00,,
Nob Hill,37.790692763898186,-122.40854019353586,Apartment,Private room,2,1.0,1.0,1.0,"{Internet,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,$85.00,$30.00,100.0
Chinatown,37.793131119982206,-122.4048186320076,House,Shared room,1,1.0,1.0,1.0,"{Internet,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",,$36.00,,
Chinatown,37.79338900269707,-122.40582643270581,House,Shared room,1,1.0,1.0,1.0,"{Internet,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",,$39.00,,
Nob Hill,37.79041319423171,-122.40840760659289,Apartment,Entire home/apt,2,1.0,1.0,1.0,"{TV,""Wireless Internet"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",,$100.00,,100.0
Chinatown,37.7914566889617,-122.40638434766686,Condominium,Entire home/apt,2,1.0,1.0,1.0,"{TV,""Cable TV"",""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Gym,""Elevator in building"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",,$250.00,,100.0
Nob Hill,37.79158129091782,-122.40781488409979,Apartment,Entire home/apt,2,1.0,0.0,1.0,"{""Wireless Internet"",Kitchen,""Elevator in building"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""translation missing: en.hosting_amenity_50""}",,$94.00,,100.0
Nob Hill,37.790663979178056,-122.4083340373226,Other,Entire home/apt,2,1.0,0.0,2.0,"{""Cable TV"",""Wireless Internet"",Kitchen,""Elevator in building"",Essentials}",,$300.00,,
Nob Hill,37.79093002276026,-122.40788793394587,Apartment,Private room,2,1.0,1.0,1.0,"{TV,""Wireless Internet"",Kitchen,""Elevator in building"",Heating,Washer,Dryer,""Smoke detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}",,$70.00,$40.00,
Chinatown,37.791173493824985,-122.40642868391458,Timeshare,Entire home/apt,2,1.0,0.0,1.0,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Gym,""Elevator in building"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",,$122.00,$19.00,100.0
Chinatown,37.79169749685876,-122.40623860887,Condominium,Entire home/apt,2,1.0,1.0,1.0,"{TV,""Cable TV"",""Wireless Internet"",Essentials,""24-hour check-in""}",,$265.00,$75.00,
Chinatown,37.790793671491926,-122.4066080755838,Boutique hotel,Private room,4,1.0,1.0,2.0,"{TV,""Wireless Internet"",""Air conditioning"",Gym,Breakfast,""Elevator in building"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",""Laptop friendly workspace""}",,$189.00,$45.00,
Chinatown,37.79140056027911,-122.4068817447574,Apartment,Entire home/apt,2,1.0,1.0,1.0,"{TV,""Wireless Internet"",""Air conditioning"",""Elevator in building"",Heating,Essentials,Shampoo,Hangers,""Hair dryer"",Iron}",,$115.00,$75.00,
Chinatown,37.791190329779965,-122.40649543921177,Timeshare,Entire home/apt,2,1.0,0.0,1.0,"{TV,""Wireless Internet"",""Air conditioning"",Gym,""Elevator in building"",Heating,""Family/kid friendly"",Washer,Dryer,Essentials,Shampoo,Hangers}",,$228.00,$50.00,100.0
Chinatown,37.791354261300704,-122.40645831441635,Condominium,Private room,2,1.0,0.0,1.0,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Gym,""Elevator in building"",Heating,Washer,Dryer,""Smoke detector"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Private living room"",""Private entrance""}",,$350.00,,
Nob Hill,37.79129326205397,-122.4076259446317,Apartment,Entire home/apt,2,1.0,1.0,1.0,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Self Check-In"",Smartlock}",,$109.00,$125.00,87.0
Chinatown,37.791505705825614,-122.40659913864056,Apartment,Entire home/apt,4,2.0,1.0,2.0,"{TV,""Cable TV"",""Wireless Internet"",""Air conditioning"",Gym,""Elevator in building"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials}",,$215.00,,
Nob Hill,37.79100347859684,-122.40850492909469,Condominium,Entire home/apt,4,1.0,0.0,2.0,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,Doorman,Breakfast,""Elevator in building"",Heating,""Family/kid friendly"",""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer""}",,$195.00,,100.0
Chinatown,37.791213015670536,-122.40625996661726,Condominium,Entire home/apt,2,1.0,0.0,1.0,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,Doorman,Gym,""Elevator in building"",""Hot tub"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",,$350.00,$69.00,
,37.796762516716406,-122.40682297931772,Apartment,Private room,2,1.0,1.0,1.0,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",Essentials,Shampoo,""translation missing: en.hosting_amenity_50""}",,$120.00,,
Chinatown,37.79116283164135,-122.40612043336569,Condominium,Entire home/apt,4,1.0,1.0,2.0,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Gym,""Elevator in building"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",,$124.00,,
North Beach,37.80202786426953,-122.41024212655655,House,Private room,2,1.0,1.0,1.0,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Pets live on this property"",Cat(s),""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo}",,$250.00,$100.00,100.0
Telegraph Hill,37.799287967332624,-122.40629676335672,Bed & Breakfast,Private room,2,0.0,1.0,1.0,"{TV,Internet,""Wireless Internet"",Kitchen,Breakfast,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",,$95.00,,90.0
Fisherman's Wharf,37.807790068362884,-122.41241780042047,Apartment,Private room,4,1.0,1.0,3.0,"{""Wireless Internet"",Pool,Kitchen,""Elevator in building"",""Hot tub"",Heating,""Family/kid friendly"",Washer,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo}",,$260.00,,
Telegraph Hill,37.798735010911905,-122.40428299772324,Bed & Breakfast,Private room,3,0.0,1.0,2.0,"{Internet,""Wireless Internet"",Kitchen,Breakfast,Heating,""Family/kid friendly"",Washer,Dryer,Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",,$99.00,,90.0
Telegraph Hill,37.79998187037256,-122.40797991297909,Apartment,Private room,2,1.0,1.0,1.0,"{Internet,""Wireless Internet"",Kitchen,Heating,Washer,Dryer}",,$185.00,$25.00,
Telegraph Hill,37.8012179341127,-122.40844118825544,Lighthouse,Private room,1,2.0,1.0,1.0,"{""Wireless Internet"",Kitchen,""Hot tub"",Heating,""Suitable for events"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,$55.00,$20.00,90.0
Telegraph Hill,37.80264123192553,-122.40584546410686,Apartment,Entire home/apt,4,1.0,1.0,3.0,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",,"$1,350.00",,
Telegraph Hill,37.80164357964096,-122.408008797419,Condominium,Entire home/apt,4,1.5,2.0,2.0,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Indoor fireplace"",Heating,""Family/kid friendly"",""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo}",,$425.00,,100.0
North Beach,37.80431028858565,-122.41377355171488,Apartment,Entire home/apt,2,1.0,1.0,1.0,"{TV,Internet,""Wireless Internet"",Kitchen,""Elevator in building"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,$300.00,$65.00,100.0
Telegraph Hill,37.798346824645584,-122.4046102140624,Apartment,Entire home/apt,2,1.0,1.0,1.0,"{Internet,""Wireless Internet"",Kitchen,""Pets allowed"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,$195.00,$75.00,99.0
Telegraph Hill,37.79938243755142,-122.40548749612181,Bed & Breakfast,Shared room,4,0.0,1.0,4.0,"{Internet,""Wireless Internet"",Kitchen,Breakfast,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",,$38.00,,92.0
Telegraph Hill,37.806366789287296,-122.40817720340364,Apartment,Private room,2,1.0,1.0,1.0,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Shampoo}",,$150.00,,
Telegraph Hill,37.79949680652768,-122.40500250894041,Apartment,Entire home/apt,4,1.0,2.0,2.0,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self Check-In"",Lockbox}",,$250.00,$120.00,95.0
,37.80096801758877,-122.40719336127886,Apartment,Entire home/apt,3,1.0,2.0,2.0,"{TV,""Wireless Internet"",Kitchen,Heating,""Smoke detector"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,$295.00,$25.00,100.0
Telegraph Hill,37.79909017000244,-122.40631491952944,Bed & Breakfast,Shared room,4,0.0,1.0,4.0,"{Internet,""Wireless Internet"",Kitchen,Breakfast,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in""}",,$38.00,,97.0
,37.803565124237934,-122.41337813028179,Apartment,Entire home/apt,4,1.0,1.0,2.0,"{TV,""Wireless Internet"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",,$390.00,$120.00,97.0
Telegraph Hill,37.79924818915219,-122.40459644738227,Bed & Breakfast,Shared room,2,0.0,1.0,1.0,"{Internet,""Wireless Internet"",Kitchen,Breakfast,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,$69.00,,92.0
Telegraph Hill,37.8018108111213,-122.40672488489253,Apartment,Entire home/apt,2,1.0,1.0,1.0,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials}",,$180.00,$50.00,100.0
Telegraph Hill,37.80076507251413,-122.4040549691592,Apartment,Entire home/apt,1,1.0,1.0,1.0,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo}",,$525.00,$75.00,
Telegraph Hill,37.80210559234673,-122.40707716015473,Apartment,Private room,2,1.0,1.0,1.0,"{TV,""Cable TV"",Internet,""Wireless Internet"",Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo}",,$85.00,$10.00,95.0
