neighbourhood,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities,square_feet,price,cleaning_fee,review_scores_rating
Mission Bay,37.770832851764204,-122.39427494127236,Apartment,Entire home/apt,3,1.0,1.0,1.0,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,Gym,""Elevator in building"",""Hot tub"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",,$229.00,$100.00,
SoMa,37.77789318735785,-122.39215015695451,Apartment,Private room,2,1.0,1.0,1.0,"{""Wireless Internet"",""Air conditioning"",Kitchen,Gym,Breakfast,""Elevator in building"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49""}",,$149.00,,
SoMa,37.77718548785681,-122.39377052537913,Apartment,Private room,2,1.0,1.0,1.0,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Wheelchair accessible"",Pool,Kitchen,Doorman,Gym,""Pets live on this property"",Dog(s),Cat(s),""Elevator in building"",""Hot tub"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo}",,$125.00,$50.00,
SoMa,37.77913472581365,-122.40713883521882,Apartment,Private room,2,1.0,1.0,1.0,"{TV,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,$50.00,$20.00,92.0
SoMa,37.77700409255404,-122.39643870825836,Condominium,Private room,2,1.0,1.0,1.0,"{Internet,""Wireless Internet"",Kitchen,""Elevator in building"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo}",,$95.00,$45.00,95.0
,37.7867193126096,-122.39329597500584,Apartment,Entire home/apt,8,1.0,3.0,4.0,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers}",,"$1,200.00",$50.00,
SoMa,37.781130352994964,-122.40812393403021,Loft,Private room,2,1.0,1.0,1.0,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,Breakfast,""Pets live on this property"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",,$225.00,,100.0
South Beach,37.787080523758284,-122.39286774275078,Loft,Entire home/apt,4,1.5,2.0,2.0,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Pets allowed"",Doorman,""Pets live on this property"",Dog(s),""Elevator in building"",Heating,Washer,Dryer,Hangers,Iron}",,"$2,500.00",,
South Beach,37.78730790593809,-122.39091717972605,Apartment,Entire home/apt,2,2.0,2.0,2.0,"{TV,Internet,""Wireless Internet"",Kitchen,Gym,""Elevator in building"",""Hot tub"",Heating,Washer,Dryer}",,$499.00,,
SoMa,37.776643188786345,-122.39849851457659,Apartment,Entire home/apt,4,1.0,1.0,1.0,"{TV,Internet,""Wireless Internet"",Kitchen,""Pets allowed"",""Elevator in building"",Washer,Dryer,Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",""Laptop friendly workspace""}",,$175.00,,
SoMa,37.780985843284114,-122.4062742442002,Other,Private room,1,1.0,1.0,1.0,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Pets allowed"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",,$79.00,,83.0
South Beach,37.78821601929143,-122.3894776829063,Apartment,Entire home/apt,4,1.0,1.0,2.0,"{TV,Internet,""Wireless Internet"",Pool,Kitchen,Doorman,Gym,""Elevator in building"",""Hot tub"",Heating,""Family/kid friendly"",Washer,Dryer,Essentials,""24-hour check-in"",""Laptop friendly workspace""}",,$195.00,$49.00,100.0
SoMa,37.776674945355246,-122.40913370715056,Apartment,Private room,2,1.0,1.0,1.0,"{""Wireless Internet"",Kitchen,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,$55.00,,
SoMa,37.771971997129384,-122.41153191871115,Apartment,Private room,1,1.0,1.0,1.0,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Pets live on this property"",Dog(s),Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,$91.00,$25.00,96.0
SoMa,37.771872903811335,-122.40212872555806,Loft,Entire home/apt,2,1.0,1.0,1.0,"{Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",,$200.00,,
SoMa,37.775130796296594,-122.41646351623491,Apartment,Private room,2,2.0,2.0,2.0,"{Internet,""Wireless Internet"",Kitchen,""Pets allowed"",Doorman,Gym,""Elevator in building"",Heating,""Suitable for events"",Washer,Dryer,""Smoke detector"",Essentials}",,$52.00,$200.00,92.0
,37.77556654849828,-122.3930170909333,Boat,Entire home/apt,2,1.0,1.0,2.0,"{TV,Kitchen,Heating,Washer,Dryer,""Smoke detector"",Essentials,Shampoo}",,$80.00,$95.00,92.0
SoMa,37.77893454310421,-122.40879610836323,Condominium,Entire home/apt,1,1.0,0.0,1.0,"{TV,Internet,""Wireless Internet"",Kitchen,""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,$160.00,$50.00,97.0
SoMa,37.77908156966108,-122.40886113182852,Apartment,Private room,2,2.0,1.0,1.0,"{Internet,""Wireless Internet"",Kitchen,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials}",,$160.00,$35.00,97.0
SoMa,37.78129563608925,-122.40511973195619,Loft,Entire home/apt,4,1.0,1.0,2.0,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Private entrance""}",,$175.00,$90.00,93.0
South Beach,37.78675727352243,-122.39002257135893,Apartment,Private room,2,1.0,1.0,1.0,"{Internet,""Wireless Internet"",Pool,Kitchen,Doorman,Gym,""Elevator in building"",""Hot tub"",""Buzzer/wireless intercom"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo}",,$99.00,$20.00,80.0
SoMa,37.781051844253376,-122.40398394170063,Apartment,Private room,1,1.0,1.0,1.0,"{""Wireless Internet"",Kitchen,Doorman,Gym,""Elevator in building"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,$70.00,,100.0
SoMa,37.77614897337399,-122.40787066091507,Apartment,Private room,2,1.0,1.0,1.0,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}",,$100.00,$40.00,96.0
,37.78668301585343,-122.39233605653558,Apartment,Entire home/apt,4,1.0,1.0,1.0,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Gym,""Elevator in building"",Heating,""Family/kid friendly""}",,$200.00,$50.00,
,37.779074542202274,-122.40128364495257,House,Entire home/apt,2,1.0,2.0,1.0,"{TV,Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",""Pets allowed"",""Indoor fireplace"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Self Check-In"",Keypad,Lockbox,""Private entrance""}",,$250.00,,92.0
SoMa,37.77390369177857,-122.41207792878281,Apartment,Private room,2,1.0,1.0,3.0,"{TV,Internet,""Wireless Internet"",""Wheelchair accessible"",Kitchen,""Pets allowed"",""Elevator in building"",""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,$89.00,$25.00,100.0
SoMa,37.775022934085065,-122.40054778225695,Apartment,Private room,1,1.0,1.0,1.0,"{""Wireless Internet"",Kitchen,""Elevator in building"",""Indoor fireplace"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,$64.00,,
SoMa,37.778565554727784,-122.40401361543721,Loft,Entire home/apt,2,1.5,1.0,1.0,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Free parking on premises"",""Pets allowed"",""Elevator in building"",""Indoor fireplace"",""Buzzer/wireless intercom"",Heating,""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo}",,$140.00,$100.00,95.0
SoMa,37.77641109909155,-122.41459759510859,Condominium,Entire home/apt,2,1.0,1.0,1.0,"{TV,Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Gym,""Elevator in building"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance""}",,$195.00,$50.00,100.0
SoMa,37.77514406225485,-122.40896818661757,Townhouse,Private room,1,1.0,1.0,1.0,"{Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo}",,$200.00,,
SoMa,37.770792692886545,-122.42151841753099,Apartment,Entire home/apt,2,1.0,1.0,1.0,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",""Elevator in building"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials}",,$207.00,$250.00,100.0
,37.77575705420867,-122.40988481880258,Apartment,Private room,2,1.0,1.0,1.0,{},,$75.00,,100.0
South Beach,37.78614950138326,-122.39359159121055,Apartment,Entire home/apt,6,2.0,1.0,3.0,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Wheelchair accessible"",Kitchen,""Elevator in building"",""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",Essentials}",,$390.00,$100.00,90.0
South Beach,37.78215606673514,-122.39003473567669,Apartment,Private room,1,1.0,1.0,1.0,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,""Pets allowed"",Doorman,Gym,""Elevator in building"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",,$125.00,$30.00,93.0
SoMa,37.780952853655904,-122.40335098504185,Apartment,Entire home/apt,2,1.5,1.0,1.0,"{TV,""Wireless Internet"",Kitchen,""Elevator in building"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,$250.00,$100.00,100.0
South Beach,37.78388667570759,-122.39158191938873,Loft,Entire home/apt,2,1.0,1.0,1.0,"{""Free parking on premises"",""Elevator in building"",""Buzzer/wireless intercom"",Washer,Dryer,Hangers,Iron,""Laptop friendly workspace""}",,"$1,500.00",,
SoMa,37.776297975423475,-122.40965591127821,Apartment,Entire home/apt,4,1.0,1.0,2.0,"{TV,""Cable TV"",""Wireless Internet"",""Wheelchair accessible"",Kitchen,Heating,""Family/kid friendly"",Essentials}",,$116.00,$75.00,93.0
SoMa,37.771244992145064,-122.4126443490572,House,Entire home/apt,2,1.5,1.0,2.0,"{TV,""Wireless Internet"",Kitchen,""Hot tub"",Heating,""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,""translation missing: en.hosting_amenity_49""}",,$200.00,,
SoMa,37.77388986434932,-122.3999993318888,Apartment,Entire home/apt,4,2.0,2.0,2.0,"{""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Elevator in building"",""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",,$245.00,$95.00,100.0
SoMa,37.783737033410354,-122.3962963361668,Apartment,Entire home/apt,2,1.0,1.0,1.0,"{TV,Internet,""Wireless Internet"",Pool,Kitchen,Doorman,Gym,""Elevator in building"",""Hot tub"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector""}",,$300.00,$40.00,
SoMa,37.77790833813031,-122.40467713577215,Condominium,Entire home/apt,6,2.0,2.0,4.0,"{TV,Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",""Elevator in building"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",""Laptop friendly workspace""}",,$379.00,$135.00,91.0
SoMa,37.774748709142095,-122.40828682277882,Apartment,Entire home/apt,2,1.0,1.0,1.0,"{TV,""Wireless Internet"",Kitchen,""Indoor fireplace"",Heating,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,$190.00,$50.00,100.0
SoMa,37.77527294031506,-122.4116926246185,Apartment,Entire home/apt,5,1.0,1.0,2.0,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Kitchen,""Pets live on this property"",""Elevator in building"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",,$350.00,$75.00,
SoMa,37.78306587486848,-122.39856987233892,Apartment,Private room,2,1.0,1.0,1.0,"{TV,""Wireless Internet"",Pool,Kitchen,Gym,""Elevator in building"",""Hot tub"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Shampoo,""Hair dryer"",Iron,""Laptop friendly workspace""}",,$109.00,$9.00,100.0
SoMa,37.778509453319934,-122.41076112357392,Apartment,Private room,2,1.0,1.0,1.0,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",,$94.00,$45.00,89.0
Mission Bay,37.77315464703664,-122.39036019073878,Apartment,Private room,1,1.0,1.0,1.0,"{""Wireless Internet"",""Air conditioning"",Pool,Kitchen,Gym,""Elevator in building"",""Hot tub"",Heating,Washer,Dryer,""Smoke detector"",Essentials,Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,$115.00,$60.00,
SoMa,37.782056246361215,-122.39654882886042,Apartment,Private room,1,2.0,1.0,1.0,"{""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",""Lock on bedroom door"",""24-hour check-in"",""Laptop friendly workspace""}",,$95.00,$45.00,84.0
South Beach,37.78589384082418,-122.39009650223757,Apartment,Entire home/apt,2,1.0,1.0,1.0,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Wheelchair accessible"",Pool,Kitchen,""Smoking allowed"",Doorman,Gym,""Pets live on this property"",Dog(s),Cat(s),""Elevator in building"",""Hot tub"",""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher""}",,$170.00,,80.0
Mission Bay,37.77290669937353,-122.3914106969047,Apartment,Entire home/apt,2,1.0,1.0,1.0,"{TV,""Wireless Internet"",Kitchen,Gym,""Elevator in building"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self Check-In"",Smartlock}",,$189.00,,100.0
SoMa,37.777557113729216,-122.41161797736237,Apartment,Private room,2,2.0,1.0,1.0,"{Internet,""Wireless Internet"",Kitchen,""Pets allowed"",""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo}",,$260.00,$30.00,89.0
Glen Park,37.735568322107156,-122.43301594389573,House,Entire home/apt,3,1.0,0.0,2.0,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Pets allowed"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",,$126.00,,89.0
Glen Park,37.737969983792205,-122.4284109253026,Apartment,Entire home/apt,2,1.0,0.0,1.0,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Heating,Essentials}",,$150.00,,94.0
Glen Park,37.735381141851676,-122.43073634728674,House,Private room,4,1.0,1.0,2.0,"{Internet,""Wireless Internet"",""Pets live on this property"",Dog(s),Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private living room""}",,$199.00,$50.00,98.0
Noe Valley,37.742082696923035,-122.42641228572629,Apartment,Entire home/apt,2,1.0,1.0,1.0,"{TV,Internet,""Wireless Internet"",Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,$150.00,$60.00,97.0
Glen Park,37.74182582587041,-122.42993120028237,Apartment,Private room,1,1.0,1.0,1.0,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Pets live on this property"",Dog(s),Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,""translation missing: en.hosting_amenity_49""}",,$120.00,$40.00,99.0
Glen Park,37.73375771316536,-122.43470304466268,House,Entire home/apt,4,1.0,1.0,2.0,"{Internet,""Wireless Internet"",""Pets live on this property"",Dog(s),""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",,$170.00,$50.00,88.0
Glen Park,37.735079686511476,-122.4394926819141,House,Entire home/apt,5,1.0,2.0,2.0,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",Breakfast,""Indoor fireplace"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""Self Check-In"",Lockbox}",,$214.00,$90.00,97.0
Glen Park,37.734765514720344,-122.43193672743013,House,Entire home/apt,2,1.0,1.0,1.0,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,$270.00,$60.00,100.0
Noe Valley,37.741598864884985,-122.42992309682708,Apartment,Entire home/apt,4,1.0,2.0,2.0,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",""24-hour check-in"",Hangers,""Laptop friendly workspace""}",,$350.00,$125.00,
Glen Park,37.73746422111512,-122.42870632686613,House,Entire home/apt,2,1.0,1.0,1.0,"{TV,""Cable TV"",Internet,""Wireless Internet"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",,$200.00,$85.00,98.0
Glen Park,37.73422737714746,-122.43129297767359,House,Entire home/apt,10,2.0,3.0,5.0,"{TV,Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",""Indoor fireplace"",Heating,""Family/kid friendly"",""Suitable for events"",""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Smartlock,""Private entrance""}",,$325.00,$140.00,91.0
Glen Park,37.73858110090712,-122.43409287862465,House,Entire home/apt,2,1.0,1.0,1.0,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""Smoke detector"",""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,$100.00,$75.00,100.0
,37.73365785079611,-122.43345548731287,House,Private room,2,1.0,1.0,1.0,"{TV,Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",""Pets live on this property"",Dog(s),Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,$130.00,$15.00,94.0
Glen Park,37.73419641559392,-122.43264836750019,Other,Entire home/apt,4,1.0,2.0,2.0,"{TV,Internet,""Wireless Internet"",Kitchen,""Pets allowed"",""Pets live on this property"",Dog(s),Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,$495.00,$50.00,100.0
Glen Park,37.73441144078569,-122.4359812691073,Apartment,Entire home/apt,2,2.0,1.0,1.0,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in""}",,$144.00,$81.00,93.0
Glen Park,37.73883604163101,-122.42560801494604,House,Entire home/apt,4,1.0,1.0,2.0,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher""}",,$200.00,$80.00,100.0
Glen Park,37.73984906118821,-122.42818516837609,Apartment,Entire home/apt,3,1.0,0.0,2.0,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Keypad,""Private entrance""}",,$148.00,$60.00,97.0
Noe Valley,37.74142659047954,-122.42597535739895,Condominium,Entire home/apt,8,3.0,4.0,6.0,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,Breakfast,""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",,$600.00,$200.00,100.0
Noe Valley,37.740900033598386,-122.43070610961931,House,Entire home/apt,4,1.5,2.0,3.0,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Pets live on this property"",Dog(s),Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo}",,$225.00,$100.00,99.0
Glen Park,37.73619769582207,-122.4290239803658,Apartment,Entire home/apt,3,1.5,1.0,2.0,"{TV,Internet,""Wireless Internet"",Kitchen,""Pets allowed"",""Pets live on this property"",Cat(s),Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials}",,$98.00,$115.00,60.0
Glen Park,37.734888126541634,-122.43861287688276,House,Private room,2,3.0,1.0,1.0,"{""Wireless Internet"",""Free parking on premises"",Breakfast,Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Shampoo}",,$111.00,,98.0
,37.741322378238,-122.42973464441098,House,Private room,2,1.0,1.0,1.0,"{TV,""Wireless Internet"",Kitchen,""Free parking on premises"",""Pets allowed"",""Pets live on this property"",Dog(s),Heating,Washer,Dryer,""Smoke detector"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,$140.00,,100.0
